Termd,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,Absences,DaysLateLast30,YearsAtCompany,OverTime,WorkLifeBalance,Department,PerformanceScore,RecruitmentSource,MaritalStatus,AgeBracket,SalaryBand,satisfaction_trend,Sex,RaceDesc,employee_id,departure_cause,exit_feedback,source_dataset,Position
0,4.34,4,6,6,0,1.0,1,1,5,1,8,1,2,2,1,1,5,8fd49669580b,,,ibm,Research Scientist
0,3.09,1,3,7,2,0.0,0,3,5,1,8,0,1,3,0,0,5,e36ca7a05a32,,,ibm,Manufacturing Director
0,3.11,1,1,3,3,34.0,0,4,6,1,8,1,3,1,0,1,5,e09b26ed220b,,,ibm,Manager
1,4.38,5,1,5,0,10.0,1,2,5,1,8,3,1,2,1,1,5,1f157af39bcb,compensation,"After 10 years, my salary hasn't kept pace with market rates. I received an offer that was significantly higher and felt I had no choice but to accept it.",ibm,Research Scientist
0,3.79,5,1,8,2,6.0,0,2,6,0,8,3,0,4,2,0,5,f51f5777fe1f,,,ibm,Sales Executive
0,1.93,4,0,8,0,8.0,0,3,6,1,8,3,2,4,0,1,5,f32e7bc9faa4,,,ibm,Sales Representative
0,3.16,4,1,7,0,2.0,0,3,5,1,8,3,0,2,2,1,5,3ee46898c113,,,ibm,Research Scientist
1,3.67,4,4,5,0,5.0,1,3,6,1,8,3,3,4,0,0,5,089b4cde57b8,career_growth,The lack of internal mobility is frustrating. I asked about lateral moves twice and was told to wait. I found a company that invests in career development.,ibm,Sales Executive
0,4.33,5,1,7,0,6.0,0,3,6,0,8,3,1,4,1,1,5,cf1b3e82504c,,,ibm,Sales Executive
1,4.3,1,5,6,0,5.0,1,3,5,1,8,1,3,1,0,1,5,d33e8de203d7,performance,The role evolved beyond my current skill set and the training support wasn't sufficient to bridge the gap.,ibm,Manager
0,1.94,1,1,4,0,10.0,0,3,6,1,8,3,2,4,0,1,5,761688dd3bd3,,,ibm,Sales Executive
0,4.29,5,0,3,1,4.0,0,3,5,1,8,1,3,3,1,1,5,8c24f346d3a3,,,ibm,Research Scientist
0,1.21,5,3,6,1,2.0,0,3,5,1,8,0,1,3,0,0,5,4cff110001b1,,,ibm,Laboratory Technician
0,3.16,4,4,9,0,8.0,0,2,5,1,8,1,1,3,2,0,5,b34f3a56c5fd,,,ibm,Healthcare Representative
1,3.69,1,6,8,0,4.0,0,2,6,1,8,3,1,3,0,1,5,51ff090882f0,work_life_balance,The overtime expectations became unsustainable. I was regularly working evenings and weekends with no flexibility offered in return.,ibm,Sales Executive
0,3.72,5,2,10,0,4.0,0,3,5,1,8,3,1,2,2,0,5,1e2471d15b60,,,ibm,Research Scientist
0,4.4,1,9,13,2,5.0,1,3,5,1,8,0,3,3,0,0,5,085c37ae9536,,,ibm,Manufacturing Director
0,3.78,5,0,9,0,4.0,0,3,6,1,8,1,1,3,2,1,5,052b49cff58a,,,ibm,Sales Executive
0,4.28,1,0,12,0,5.0,1,2,5,1,8,0,2,2,0,0,5,22c5215f0fde,,,ibm,Research Scientist
0,3.2,1,6,3,2,15.0,1,3,5,1,8,3,2,4,0,0,5,7e1f913a839f,,,ibm,Manufacturing Director
0,3.13,1,1,6,1,6.0,0,3,5,1,8,3,1,3,0,0,5,a9f005e47df6,,,ibm,Research Scientist
0,2.43,5,1,10,1,3.0,0,2,6,1,8,1,1,2,2,0,5,60bcd9ad8a80,,,ibm,Sales Representative
0,3.11,4,3,8,0,2.0,0,3,5,0,8,1,1,2,2,1,5,eba01ee2c551,,,ibm,Laboratory Technician
0,4.45,2,1,8,1,8.0,0,3,5,0,8,1,2,3,0,0,5,8d3fe6976201,,,ibm,Healthcare Representative
0,3.73,1,5,5,1,3.0,0,3,6,1,8,1,1,4,0,0,5,7944ec7cf6cf,,,ibm,Sales Executive
0,3.18,5,1,8,3,24.0,0,2,5,1,8,0,2,1,2,1,5,0b1587fb8352,,,ibm,Manager
1,4.47,1,1,11,1,0.0,1,3,5,0,8,1,0,5,0,1,5,2f11b748ff52,career_growth,"Despite strong performance reviews, there's been no discussion about advancement. I need a role where I can develop new skills and take on more responsibility.",ibm,Laboratory Technician
0,3.14,2,1,8,0,1.0,0,3,5,1,8,0,0,2,0,1,5,d3c36f393bb5,,,ibm,Laboratory Technician
0,4.43,4,8,6,0,5.0,0,3,5,0,8,1,3,2,1,0,5,2c936262e191,,,ibm,Laboratory Technician
0,3.83,4,5,7,0,4.0,0,3,5,1,8,1,3,1,2,1,5,b8e3de8987a9,,,ibm,Research Director
1,2.58,1,1,5,0,1.0,1,3,5,1,8,1,1,5,0,0,5,d3c3d70304a4,compensation,The compensation structure here doesn't reward experience. I've consistently exceeded targets but my pay reviews have been minimal.,ibm,Laboratory Technician
0,3.81,4,0,7,0,13.0,0,4,5,1,8,1,1,0,2,1,5,d7191ea68e65,,,ibm,Research Director
1,2.58,1,5,4,0,3.0,0,3,6,1,8,3,1,3,0,0,5,a77941cf4b17,career_growth,I've been in the same role for 3 years with no clear path forward. I want to grow into a leadership position but those opportunities don't exist here.,ibm,Sales Executive
0,3.77,5,1,5,0,26.0,1,2,5,1,8,1,3,1,2,0,5,bd15ee205fd0,,,ibm,Manager
0,3.81,2,0,3,0,9.0,0,3,5,1,8,1,2,3,0,0,5,5bff4118dcbb,,,ibm,Manufacturing Director
0,4.35,4,1,5,2,10.0,0,3,5,0,8,1,1,2,1,1,5,966ccfbcbe33,,,ibm,Research Scientist
1,4.32,2,7,6,2,31.0,1,3,5,1,8,3,4,1,0,1,5,2f26f2c2a1c5,compensation,I enjoyed the team but the total compensation package wasn't competitive. Benefits and base salary both fell below industry standard.,ibm,Research Director
0,5.0,4,3,12,0,2.0,0,3,5,1,8,3,1,2,1,0,5,78f8524520e6,,,ibm,Research Scientist
0,3.7,5,9,7,2,4.0,1,3,5,1,8,1,2,4,2,0,5,9ccb7565cc01,,,ibm,Manufacturing Director
1,3.71,4,6,4,2,2.0,0,2,5,1,8,3,1,3,0,1,5,29935e3762c1,compensation,"After 2 years, my salary hasn't kept pace with market rates. I received an offer that was significantly higher and felt I had no choice but to accept it.",ibm,Research Scientist
0,3.83,2,4,7,2,5.0,0,3,2,1,8,1,2,5,0,1,5,67bde4ab1348,,,ibm,Human Resources
0,3.15,4,1,9,0,14.0,0,3,5,1,8,1,1,4,2,0,5,aa6c6fb11e54,,,ibm,Manufacturing Director
0,1.96,4,6,9,2,1.0,0,3,5,1,8,3,2,3,0,1,5,b07ae32c70c9,,,ibm,Laboratory Technician
0,3.14,5,5,5,0,0.0,1,2,5,0,8,3,1,4,2,0,5,67274eb61997,,,ibm,Manufacturing Director
0,2.58,4,1,4,3,1.0,0,3,5,1,8,3,2,5,2,0,5,2ee044585553,,,ibm,Research Scientist
0,3.03,2,1,5,0,9.0,0,2,5,1,8,1,2,3,0,1,5,7d27cffeecce,,,ibm,Manufacturing Director
0,1.9,1,2,11,0,4.0,0,2,5,1,8,0,2,4,0,1,5,d86bebb248f0,,,ibm,Healthcare Representative
0,3.11,5,1,8,2,5.0,0,3,5,1,8,3,1,2,2,0,5,b8b93975cb4a,,,ibm,Research Scientist
1,3.65,5,1,11,1,9.0,0,4,6,1,8,1,3,4,0,0,5,e61d696e14bb,layoff,My position was eliminated as part of the restructuring. I understand the business reasons but it was still difficult after 9 years.,ibm,Sales Executive
1,3.8,5,4,7,0,9.0,0,2,6,1,8,3,3,3,0,1,5,47a888b07ce5,performance,The role evolved beyond my current skill set and the training support wasn't sufficient to bridge the gap.,ibm,Sales Executive
0,3.21,1,6,5,0,4.0,0,3,5,0,8,1,2,1,0,1,5,9c9b353146ad,,,ibm,Research Director
0,3.1,5,1,9,3,9.0,1,3,5,1,8,0,1,1,2,1,5,5c0a38bb6134,,,ibm,Research Director
0,3.66,4,3,8,0,8.0,0,4,5,0,8,3,1,0,2,1,5,e86852ce9b55,,,ibm,Manufacturing Director
0,3.2,2,1,10,0,8.0,1,3,6,0,8,1,1,3,0,0,5,cd8aae81de1d,,,ibm,Sales Executive
0,3.77,5,0,7,2,3.0,0,1,2,1,8,1,1,2,2,1,5,3cd438516c22,,,ibm,Human Resources
1,3.04,4,1,7,1,8.0,1,3,5,1,8,1,1,5,2,0,5,ba218360ab4d,compensation,I enjoyed the team but the total compensation package wasn't competitive. Benefits and base salary both fell below industry standard.,ibm,Research Scientist
0,4.44,5,1,7,2,0.0,0,2,5,1,8,1,1,5,1,1,5,42e33a4bc887,,,ibm,Research Scientist
0,2.44,4,2,8,0,20.0,0,2,6,1,8,1,3,1,2,0,5,b8b8e9a3794a,,,ibm,Manager
0,4.32,2,9,4,0,5.0,0,2,5,1,8,3,2,4,0,1,5,026a66f180b7,,,ibm,Healthcare Representative
0,3.18,1,7,5,1,4.0,0,2,5,1,8,3,0,2,0,1,5,7a02aa6164b6,,,ibm,Research Scientist
0,3.11,1,1,6,1,9.0,0,3,6,0,8,0,1,2,0,1,5,537bd84ff596,,,ibm,Sales Executive
0,3.06,1,1,11,0,6.0,0,2,5,1,8,3,1,2,0,0,5,70991795ee42,,,ibm,Research Scientist
0,3.19,5,1,6,3,18.0,1,2,6,1,8,1,2,4,2,1,5,752bee0fff0f,,,ibm,Sales Executive
0,3.13,5,2,4,3,5.0,0,2,6,1,8,0,1,3,2,1,5,13cd8d21e701,,,ibm,Sales Executive
0,2.45,5,9,8,2,5.0,0,2,5,1,8,0,1,2,2,1,5,68482e39e6af,,,ibm,Research Scientist
0,1.89,5,7,6,0,5.0,1,3,6,1,8,1,3,0,0,0,5,bd86744121d2,,,ibm,Sales Executive
0,4.46,1,4,9,1,5.0,1,3,6,1,8,0,2,0,0,1,5,192d9409e3dd,,,ibm,Sales Executive
0,4.45,4,5,12,0,5.0,0,2,5,1,8,1,1,3,1,0,5,38710074b0ef,,,ibm,Research Scientist
0,3.19,5,3,9,1,9.0,0,3,5,0,8,1,3,1,2,0,5,4ae015a83e26,,,ibm,Manufacturing Director
0,3.82,4,4,3,2,1.0,0,3,6,1,8,0,2,4,2,1,5,b90d4cee6fbe,,,ibm,Sales Executive
0,2.56,5,1,11,0,5.0,0,3,2,1,8,0,1,3,2,1,5,775478184aa0,,,ibm,Human Resources
0,3.71,5,6,7,0,2.0,0,1,5,0,8,1,0,3,2,1,5,0eee5bc09577,,,ibm,Manufacturing Director
0,3.11,5,2,9,0,3.0,1,2,5,0,8,1,2,2,2,1,5,4ff37ea61935,,,ibm,Laboratory Technician
0,3.06,5,5,5,1,2.0,1,3,5,1,8,3,2,2,2,1,5,9cdf02061b8b,,,ibm,Research Scientist
0,1.81,1,0,9,0,5.0,0,3,2,0,8,1,2,5,0,1,5,c9c84f838aa8,,,ibm,Human Resources
0,3.71,1,1,6,1,5.0,1,3,6,1,8,1,0,3,0,1,5,12d0ce720fc1,,,ibm,Sales Executive
0,3.74,4,1,5,2,17.0,1,3,5,0,8,1,1,0,2,0,5,f2f3de062385,,,ibm,Manufacturing Director
1,4.33,2,1,6,0,10.0,1,2,5,1,8,0,1,5,0,0,5,a67442c12b09,compensation,The compensation structure here doesn't reward experience. I've consistently exceeded targets but my pay reviews have been minimal.,ibm,Research Scientist
0,4.29,5,0,6,1,3.0,0,3,5,1,8,0,1,5,1,1,5,e230fbc15803,,,ibm,Laboratory Technician
0,3.08,1,1,7,0,5.0,0,4,6,1,8,1,0,3,0,1,5,bec68165ef5b,,,ibm,Sales Executive
0,3.68,1,2,9,1,4.0,0,3,5,1,8,1,3,2,0,0,5,0317c38c6f1a,,,ibm,Research Scientist
0,1.91,5,0,11,3,5.0,0,2,5,1,8,1,0,2,0,1,5,b4ee1a59710f,,,ibm,Laboratory Technician
0,3.15,2,1,9,3,10.0,0,3,6,1,8,1,1,4,0,1,5,8ab155819695,,,ibm,Sales Executive
0,2.47,2,0,7,1,2.0,0,3,6,1,8,1,2,2,0,1,5,54a9d5d3326a,,,ibm,Sales Representative
0,4.33,5,2,5,2,5.0,1,2,5,1,8,1,2,3,1,0,5,c2a326ff23aa,,,ibm,Laboratory Technician
0,4.3,5,3,11,0,6.0,1,3,5,1,8,1,1,5,1,1,5,c5a83427594f,,,ibm,Research Scientist
1,2.44,4,6,4,0,3.0,1,3,6,1,8,0,1,2,0,0,5,51677feb1113,career_growth,The lack of internal mobility is frustrating. I asked about lateral moves twice and was told to wait. I found a company that invests in career development.,ibm,Sales Representative
0,2.47,5,5,6,1,2.0,0,3,6,1,8,1,3,0,2,1,5,5f29515cc4a0,,,ibm,Sales Executive
0,3.76,2,3,5,1,13.0,0,3,5,1,8,1,1,0,0,1,5,1e8af03d023a,,,ibm,Manufacturing Director
0,3.82,5,5,6,3,5.0,0,3,6,1,8,1,2,2,2,0,5,d8e2310e19aa,,,ibm,Sales Representative
0,4.36,5,6,8,0,12.0,0,3,5,1,8,3,3,1,1,0,5,2d7e1407c1e2,,,ibm,Research Director
0,4.48,5,4,8,3,5.0,0,2,5,1,8,1,2,3,1,0,5,c9f3f953cc40,,,ibm,Healthcare Representative
0,3.71,5,0,10,0,7.0,1,3,6,0,8,1,3,3,2,0,5,442efaa28ffb,,,ibm,Sales Executive
0,2.56,2,1,8,3,10.0,1,3,6,1,8,3,2,4,0,1,5,a05fffd63d16,,,ibm,Sales Executive
0,2.49,1,1,8,0,31.0,0,3,5,1,8,0,3,1,0,1,5,10049463bc4a,,,ibm,Manager
0,3.83,5,8,7,2,5.0,0,3,2,1,8,1,2,3,2,0,5,498d0ed84d6f,,,ibm,Human Resources
0,4.34,2,3,7,0,4.0,1,4,2,1,8,0,1,5,0,1,5,8a9953fac982,,,ibm,Human Resources
1,2.51,5,1,9,2,1.0,1,1,5,0,8,3,1,2,0,1,5,7a8a14200043,career_growth,I've been in the same role for 1 years with no clear path forward. I want to grow into a leadership position but those opportunities don't exist here.,ibm,Laboratory Technician
0,1.85,5,6,8,0,4.0,0,3,5,1,8,0,1,2,0,0,5,f35eef0725e2,,,ibm,Laboratory Technician
0,3.16,1,1,5,3,8.0,1,3,5,1,8,1,2,2,0,1,5,ef506680611c,,,ibm,Research Scientist
0,2.44,5,1,3,0,4.0,0,3,6,1,8,3,1,3,2,1,5,8168703f4f95,,,ibm,Sales Executive
1,3.72,5,9,6,3,1.0,1,2,5,1,8,0,4,5,0,1,5,3d68475133d4,compensation,I enjoyed the team but the total compensation package wasn't competitive. Benefits and base salary both fell below industry standard.,ibm,Laboratory Technician
0,2.53,2,4,8,3,1.0,0,4,5,0,8,0,2,3,0,0,5,df781fd8dcde,,,ibm,Manufacturing Director
1,3.05,4,1,11,0,2.0,0,2,6,1,8,3,0,5,2,0,5,a30198f3b847,career_growth,"Despite strong performance reviews, there's been no discussion about advancement. I need a role where I can develop new skills and take on more responsibility.",ibm,Sales Representative
1,4.43,5,1,7,3,1.0,0,2,5,1,8,3,0,2,1,0,5,673bbbdb42c1,compensation,"After 1 years, my salary hasn't kept pace with market rates. I received an offer that was significantly higher and felt I had no choice but to accept it.",ibm,Research Scientist
0,3.76,5,0,7,0,16.0,1,2,5,1,8,1,2,4,2,1,5,7a1c7948c588,,,ibm,Healthcare Representative
0,3.8,5,1,7,0,3.0,1,2,6,1,8,3,3,2,2,0,5,4eda18399162,,,ibm,Sales Representative
1,3.07,4,0,9,1,3.0,1,4,5,1,8,1,0,3,2,0,5,54aea7f266ca,work_life_balance,"After 3 years of intense hours, I'm burned out. The company culture prioritizes presence over productivity.",ibm,Manufacturing Director
1,1.78,5,4,8,1,7.0,1,2,5,1,8,0,2,2,0,0,5,d3953368b336,work_life_balance,"After 7 years of intense hours, I'm burned out. The company culture prioritizes presence over productivity.",ibm,Laboratory Technician
0,3.76,4,5,7,1,2.0,0,3,5,1,8,0,1,5,2,0,5,fe046436f71b,,,ibm,Research Scientist
1,4.43,1,7,4,0,2.0,1,1,5,0,8,1,2,5,0,1,5,20cffed64ea0,management,There were ongoing communication issues with leadership in my department. Decisions were made without consulting the team and morale suffered.,ibm,Laboratory Technician
0,3.16,4,1,4,3,1.0,0,3,5,1,8,3,1,5,2,0,5,e87ca51c7677,,,ibm,Research Scientist
0,3.18,2,1,9,0,1.0,0,3,5,1,8,0,1,5,0,1,5,308d44cb7f31,,,ibm,Laboratory Technician
0,3.06,4,7,13,2,5.0,0,3,6,1,8,3,2,4,2,0,5,0fa029aa3100,,,ibm,Sales Executive
0,3.21,1,3,12,2,3.0,1,3,5,1,8,3,1,2,0,1,5,b6737a971f1e,,,ibm,Research Scientist
0,3.18,2,2,6,0,6.0,1,3,5,1,8,0,4,0,0,0,5,da6867ae1c2b,,,ibm,Healthcare Representative
0,2.49,4,3,4,0,7.0,0,4,6,1,8,1,1,5,2,1,5,088ba1c343a6,,,ibm,Sales Representative
0,4.28,5,1,6,0,10.0,1,1,5,0,8,1,1,2,1,0,5,780c0c210a5c,,,ibm,Healthcare Representative
0,2.55,2,4,11,3,26.0,0,2,5,1,8,1,3,4,0,0,5,f12e0af925db,,,ibm,Laboratory Technician
0,4.43,4,4,7,1,0.0,0,2,5,1,8,1,3,5,1,1,5,d1bda6a91438,,,ibm,Research Scientist
0,4.43,4,1,8,0,9.0,0,2,6,1,8,1,1,4,1,0,5,555119cc4474,,,ibm,Sales Executive
0,3.09,5,2,2,0,6.0,0,3,5,1,8,3,2,3,2,1,5,197ddfa352bf,,,ibm,Research Scientist
0,4.4,1,1,10,0,15.0,0,3,5,1,8,1,2,1,0,0,5,2e2e160df16c,,,ibm,Research Director
0,3.21,2,6,12,3,3.0,0,3,5,0,8,1,1,5,0,0,5,1f4dae97b8f4,,,ibm,Laboratory Technician
1,3.19,2,1,2,0,1.0,1,3,6,1,8,1,0,5,0,1,5,7e9d97c11cc4,career_growth,The lack of internal mobility is frustrating. I asked about lateral moves twice and was told to wait. I found a company that invests in career development.,ibm,Sales Representative
0,1.97,2,2,6,3,1.0,0,2,6,1,8,0,2,0,0,1,5,0681eabdad06,,,ibm,Sales Executive
0,3.21,1,1,6,0,7.0,0,3,6,1,8,3,1,3,0,1,5,41b9515b8530,,,ibm,Sales Executive
0,4.33,1,2,4,0,18.0,1,3,5,1,8,3,2,3,0,1,5,0b14692fb657,,,ibm,Laboratory Technician
0,3.72,4,4,8,1,11.0,0,3,5,0,8,3,2,2,2,1,5,8dba959fc10c,,,ibm,Laboratory Technician
1,3.83,2,1,9,1,1.0,1,4,6,1,8,3,0,5,0,1,5,da93ef711bf6,layoff,My position was eliminated as part of the restructuring. I understand the business reasons but it was still difficult after 1 years.,ibm,Sales Representative
1,2.43,1,1,11,0,1.0,0,3,5,1,8,3,0,2,0,1,5,310df17b32ba,performance,I acknowledge that my recent performance wasn't meeting expectations. I was dealing with personal issues that affected my work.,ibm,Laboratory Technician
0,4.45,5,0,8,3,9.0,1,1,5,1,8,1,1,4,1,0,5,9a5bfb17415b,,,ibm,Healthcare Representative
0,4.36,2,8,6,0,1.0,1,3,5,1,8,0,2,2,0,1,5,2c76881c8408,,,ibm,Research Scientist
0,3.8,1,1,9,0,8.0,0,4,5,1,8,1,1,4,0,0,5,854977cf07f6,,,ibm,Manufacturing Director
1,3.19,5,1,8,0,16.0,1,3,6,1,8,1,2,0,2,1,5,de8bffd7278d,compensation,The compensation structure here doesn't reward experience. I've consistently exceeded targets but my pay reviews have been minimal.,ibm,Sales Executive
0,2.52,5,0,8,0,5.0,0,3,5,1,8,3,1,4,2,0,5,10e753be4da5,,,ibm,Healthcare Representative
1,1.9,4,5,4,2,14.0,0,1,6,1,8,1,2,0,0,1,5,eec07574a218,compensation,I enjoyed the team but the total compensation package wasn't competitive. Benefits and base salary both fell below industry standard.,ibm,Sales Executive
0,3.72,2,1,4,2,9.0,0,2,5,1,8,1,2,3,0,1,5,e19b1c1f73ba,,,ibm,Laboratory Technician
0,3.65,5,1,6,0,3.0,0,3,6,1,8,1,1,5,2,0,5,ac0d9766defe,,,ibm,Sales Representative
0,3.77,4,1,12,0,5.0,0,3,6,1,8,1,1,3,2,0,5,3885be67cf56,,,ibm,Sales Executive
0,4.33,5,2,9,1,9.0,0,2,5,1,8,1,3,1,1,1,5,0f9b2ba5633b,,,ibm,Manager
1,4.38,4,4,5,3,1.0,0,3,5,0,8,3,4,5,1,1,5,baa0239123c4,management,My relationship with my manager deteriorated over the past year. Feedback was inconsistent and I felt my contributions weren't recognized.,ibm,Research Scientist
0,3.83,4,6,4,0,17.0,0,4,6,1,8,0,3,1,2,1,5,35eb431f8637,,,ibm,Manager
0,3.76,4,5,5,0,8.0,0,4,6,1,8,0,1,4,2,1,5,c6efae7044e9,,,ibm,Sales Executive
0,3.69,5,1,9,3,5.0,1,3,6,1,8,3,2,3,2,0,5,7d4b7c0b0e8f,,,ibm,Sales Executive
0,4.33,5,6,9,1,10.0,0,3,6,1,8,0,1,4,1,1,5,439ff2c06705,,,ibm,Sales Executive
0,3.09,4,0,7,0,8.0,0,3,6,1,8,3,2,4,2,1,5,06ee2407e925,,,ibm,Sales Executive
1,3.8,2,4,4,0,1.0,1,2,6,1,8,3,2,1,0,0,5,bd39762d3ba5,compensation,"After 1 years, my salary hasn't kept pace with market rates. I received an offer that was significantly higher and felt I had no choice but to accept it.",ibm,Sales Executive
0,4.36,4,1,7,1,19.0,1,4,5,1,8,0,3,3,1,1,5,e4b8a5915683,,,ibm,Manufacturing Director
0,2.52,5,4,7,0,7.0,0,3,6,1,8,0,2,3,2,1,5,d9968e9bfc8f,,,ibm,Sales Executive
1,3.06,1,0,12,2,3.0,1,3,5,0,8,3,1,5,0,1,5,d91c57f9b58a,career_growth,The lack of internal mobility is frustrating. I asked about lateral moves twice and was told to wait. I found a company that invests in career development.,ibm,Research Scientist
0,4.39,4,1,10,3,10.0,0,3,6,1,8,3,1,1,1,1,5,c0f865325bd9,,,ibm,Manager
1,3.71,1,6,5,1,0.0,1,3,5,0,8,3,1,5,0,0,5,4ab7ea43bb93,management,I raised concerns about workload distribution multiple times but nothing changed. The management style in our department needs improvement.,ibm,Research Scientist
0,3.21,5,3,5,1,3.0,0,3,5,1,8,3,1,2,2,0,5,8e7d6ed7b6b3,,,ibm,Research Scientist
0,4.33,5,3,7,0,5.0,0,3,5,1,8,0,2,5,1,0,5,38767b83a67f,,,ibm,Laboratory Technician
0,4.44,5,9,6,0,5.0,0,2,5,0,8,0,3,1,1,1,5,68a77da95903,,,ibm,Research Director
0,4.29,2,1,7,3,6.0,1,3,5,1,8,1,1,3,0,0,5,5f60a24b8e6c,,,ibm,Healthcare Representative
0,2.56,4,2,4,1,18.0,0,4,5,1,8,0,2,1,2,1,5,89ab96b77222,,,ibm,Research Director
0,3.75,2,9,11,2,2.0,0,3,5,1,8,1,1,2,0,0,5,84e1e59a5237,,,ibm,Laboratory Technician
0,4.47,1,1,2,0,9.0,1,3,5,1,8,1,2,2,0,1,5,3a9e751d5336,,,ibm,Laboratory Technician
0,4.44,5,1,9,3,9.0,1,3,6,1,8,3,3,2,1,0,5,3bf0402aeddd,,,ibm,Sales Executive
1,2.46,4,4,2,3,5.0,1,3,5,1,8,1,1,5,2,0,5,e0aa506fb4a7,management,My relationship with my manager deteriorated over the past year. Feedback was inconsistent and I felt my contributions weren't recognized.,ibm,Research Scientist
0,4.42,4,3,9,0,12.0,1,3,5,1,8,1,3,1,1,1,5,ac7ad4b2fd56,,,ibm,Manufacturing Director
0,3.83,4,0,7,2,2.0,0,2,5,1,8,1,2,2,2,1,5,a182babea3f1,,,ibm,Research Scientist
0,4.37,4,6,4,3,8.0,0,3,5,1,8,0,3,0,1,1,5,cc4dfc41218c,,,ibm,Manufacturing Director
0,3.81,4,1,6,2,4.0,0,3,5,1,8,0,0,3,2,0,5,125fe4d13d87,,,ibm,Manufacturing Director
1,3.15,2,1,4,3,4.0,1,1,5,0,8,0,1,2,0,1,5,f1557d92fecb,career_growth,"Despite strong performance reviews, there's been no discussion about advancement. I need a role where I can develop new skills and take on more responsibility.",ibm,Laboratory Technician
0,3.76,1,1,6,0,4.0,0,3,5,1,8,1,1,2,0,0,5,be99fe8a7fa7,,,ibm,Manufacturing Director
0,3.06,5,1,5,0,0.0,0,3,5,1,8,3,0,5,2,1,5,2694a4aed63c,,,ibm,Research Scientist
0,3.65,4,8,4,0,10.0,0,3,5,1,8,1,3,0,2,0,5,ec2caab07b3d,,,ibm,Manufacturing Director
0,3.65,4,1,9,3,16.0,1,2,5,1,8,0,1,0,2,0,5,58eae76819c0,,,ibm,Healthcare Representative
0,3.76,1,0,7,2,8.0,1,2,5,1,8,1,1,0,0,0,5,40117bc7cb7a,,,ibm,Research Director
1,3.71,1,1,4,0,1.0,1,3,5,1,8,3,0,2,0,0,5,5b50b8cb9f54,management,My relationship with my manager deteriorated over the past year. Feedback was inconsistent and I felt my contributions weren't recognized.,ibm,Research Scientist
1,3.21,2,0,7,0,3.0,0,3,5,1,8,3,1,5,0,0,5,afc90f3fa323,performance,The role evolved beyond my current skill set and the training support wasn't sufficient to bridge the gap.,ibm,Laboratory Technician
0,4.92,5,1,6,2,8.0,0,3,5,1,8,1,1,3,1,1,5,1af52867fef3,,,ibm,Manufacturing Director
0,1.94,1,1,14,0,4.0,0,2,5,1,8,1,0,5,0,1,5,b7f3cf85a41b,,,ibm,Laboratory Technician
0,1.78,4,2,8,3,2.0,0,3,5,1,8,3,3,3,0,1,5,96fd84f53906,,,ibm,Healthcare Representative
0,3.18,4,7,3,2,15.0,0,3,5,1,8,3,3,0,2,1,5,09c7c87dc113,,,ibm,Healthcare Representative
0,4.28,4,6,7,0,2.0,0,3,5,1,8,3,2,3,1,0,5,fe986c9e0e79,,,ibm,Manufacturing Director
0,3.78,5,1,9,2,21.0,0,3,5,1,8,1,2,1,2,0,5,e39d08fb6397,,,ibm,Manufacturing Director
0,2.48,5,0,10,1,3.0,0,3,5,1,8,1,1,3,2,0,5,75c1133285f5,,,ibm,Manufacturing Director
0,3.21,5,1,9,0,3.0,0,2,5,0,8,0,1,2,2,1,5,c95b12d11e01,,,ibm,Laboratory Technician
0,4.37,4,6,8,3,1.0,0,4,6,1,8,1,2,1,1,1,5,47c1ee1316b0,,,ibm,Manager
0,2.48,5,4,10,2,1.0,0,3,5,1,8,1,3,5,2,1,5,f3e607106470,,,ibm,Laboratory Technician
0,3.13,5,3,7,3,5.0,1,3,5,1,8,3,4,1,2,0,5,10fefb74312b,,,ibm,Manufacturing Director
1,1.33,2,5,6,0,1.0,0,1,5,1,8,1,2,3,0,0,5,a3afd07b15e4,compensation,I enjoyed the team but the total compensation package wasn't competitive. Benefits and base salary both fell below industry standard.,ibm,Healthcare Representative
0,3.83,2,3,3,0,8.0,1,3,5,1,8,1,3,4,0,1,5,2510c9d2e9bc,,,ibm,Healthcare Representative
0,1.82,4,1,6,2,21.0,0,3,5,0,8,0,2,1,0,0,5,89accb3c9949,,,ibm,Research Director
0,3.04,5,8,6,1,1.0,1,3,6,1,8,3,2,4,2,1,5,6f1136f08f9d,,,ibm,Sales Executive
1,1.79,1,8,5,2,2.0,0,3,6,1,8,3,1,3,0,1,5,7ab10851f00b,work_life_balance,"After 2 years of intense hours, I'm burned out. The company culture prioritizes presence over productivity.",ibm,Sales Executive
1,1.32,5,1,9,0,32.0,0,3,6,1,8,1,3,1,0,0,5,de866260fc21,compensation,The compensation structure here doesn't reward experience. I've consistently exceeded targets but my pay reviews have been minimal.,ibm,Manager
0,5.0,5,3,8,1,12.0,1,3,6,1,8,1,2,1,1,0,5,9b5c280abca2,,,ibm,Sales Executive
0,4.45,4,0,10,3,18.0,0,3,6,1,8,1,3,4,1,0,5,f343e9bfb79d,,,ibm,Sales Executive
1,4.37,1,1,7,2,17.0,0,3,5,1,8,3,2,2,0,0,5,f2d535d1f051,compensation,"After 17 years, my salary hasn't kept pace with market rates. I received an offer that was significantly higher and felt I had no choice but to accept it.",ibm,Laboratory Technician
